fecha,local,visitante,gl,gv,fase
2015-11-08,Pumas,Querétaro,2,1,regular
2015-11-08,Puebla,Tijuana,2,1,regular
2015-11-10,Dorados,Veracruz,0,0,regular
2015-11-11,Atlas,Chivas,0,1,regular
2015-11-14,Pachuca,Cruz Azul,1,2,regular
2015-11-20,Querétaro,Puebla,0,0,regular
2015-11-20,Tijuana,Atlas,2,0,regular
2015-11-21,América,Pumas,1,1,regular
2015-11-21,Tigres,Cruz Azul,0,0,regular
2015-11-21,León,Dorados,3,0,regular
2015-11-21,Morelia,Veracruz,1,2,regular
2015-11-21,Chiapas,Pachuca,3,2,regular
2015-11-22,Toluca,Monterrey,3,1,regular
2015-11-22,Chivas,Santos,0,3,regular
2015-11-25,América,León,4,1,liguilla
2015-11-25,Tigres,Chiapas,2,1,liguilla
2015-11-28,Chiapas,Tigres,0,1,liguilla
2015-11-28,León,América,2,1,liguilla
2015-11-29,Veracruz,Pumas,0,1,liguilla
2015-11-29,Puebla,Toluca,0,1,liguilla
2015-11-29,Pumas,Veracruz,1,0,liguilla
2015-11-29,Toluca,Puebla,1,0,liguilla
2015-12-03,América,Pumas,0,3,liguilla
2015-12-03,Tigres,Toluca,0,0,liguilla
2015-12-06,Pumas,América,1,3,liguilla
2015-12-06,Toluca,Tigres,0,2,liguilla
2015-12-10,Tigres,Pumas,3,0,liguilla
2015-12-13,Pumas,Tigres,4,1,liguilla
2016-01-08,Querétaro,Atlas,1,3,regular
2016-01-08,Tijuana,Pachuca,1,1,regular
2016-01-09,América,Puebla,0,0,regular
2016-01-09,Monterrey,Pumas,1,0,regular
2016-01-09,León,Santos,2,0,regular
2016-01-09,Morelia,Cruz Azul,2,2,regular
2016-01-09,Chiapas,Dorados,1,0,regular
2016-01-10,Toluca,Tigres,1,0,regular
2016-01-10,Chivas,Veracruz,2,2,regular
2016-01-15,Veracruz,León,1,3,regular
2016-01-15,Santos,Chiapas,1,0,regular
2016-01-16,Cruz Azul,Chivas,1,1,regular
2016-01-16,Tigres,Morelia,2,0,regular
2016-01-16,Pachuca,Querétaro,1,0,regular
2016-01-16,Atlas,América,0,3,regular
2016-01-16,Dorados,Tijuana,0,1,regular
2016-01-17,Pumas,Toluca,3,2,regular
2016-01-17,Puebla,Monterrey,1,3,regular
2016-01-22,Querétaro,Dorados,3,0,regular
2016-01-22,Tijuana,Santos,1,3,regular
2016-01-23,América,Pachuca,1,4,regular
2016-01-23,Monterrey,Atlas,1,0,regular
2016-01-23,León,Cruz Azul,3,2,regular
2016-01-23,Morelia,Toluca,1,1,regular
2016-01-23,Chiapas,Veracruz,1,1,regular
2016-01-24,Pumas,Puebla,0,1,regular
2016-01-24,Chivas,Tigres,2,2,regular
2016-01-29,Veracruz,Tijuana,2,2,regular
2016-01-29,Santos,Querétaro,2,0,regular
2016-01-30,Cruz Azul,Chiapas,2,1,regular
2016-01-30,Morelia,Chivas,2,0,regular
2016-01-30,Tigres,León,3,1,regular
2016-01-30,Pachuca,Monterrey,3,1,regular
2016-01-30,Atlas,Pumas,1,1,regular
2016-01-30,Dorados,América,0,3,regular
2016-01-31,Toluca,Puebla,1,1,regular
2016-02-05,Querétaro,Veracruz,2,1,regular
2016-02-05,Chiapas,Tigres,1,3,regular
2016-02-05,Tijuana,Cruz Azul,1,1,regular
2016-02-06,América,Santos,2,0,regular
2016-02-06,Monterrey,Dorados,3,0,regular
2016-02-06,Puebla,Atlas,4,1,regular
2016-02-06,León,Morelia,1,2,regular
2016-02-06,Chivas,Toluca,1,1,regular
2016-02-07,Pumas,Pachuca,1,1,regular
2016-02-12,Veracruz,América,1,1,regular
2016-02-12,Toluca,Atlas,1,1,regular
2016-02-12,Santos,Monterrey,1,2,regular
2016-02-13,Cruz Azul,Querétaro,2,1,regular
2016-02-13,Tigres,Tijuana,1,2,regular
2016-02-13,Dorados,Pumas,2,3,regular
2016-02-14,Chivas,León,0,1,regular
2016-02-14,Pachuca,Puebla,5,2,regular
2016-02-19,Querétaro,Tigres,2,2,regular
2016-02-19,Tijuana,Morelia,1,1,regular
2016-02-20,América,Cruz Azul,3,3,regular
2016-02-20,Monterrey,Veracruz,5,1,regular
2016-02-20,León,Toluca,5,1,regular
2016-02-20,Atlas,Pachuca,1,0,regular
2016-02-20,Chiapas,Chivas,1,1,regular
2016-02-21,Pumas,Santos,1,1,regular
2016-02-21,Puebla,Dorados,3,2,regular
2016-02-26,Veracruz,Pumas,0,0,regular
2016-02-27,Cruz Azul,Monterrey,4,0,regular
2016-02-27,Santos,Puebla,1,1,regular
2016-02-27,Tigres,América,4,1,regular
2016-02-27,León,Chiapas,1,3,regular
2016-02-27,Morelia,Querétaro,1,1,regular
2016-02-27,Toluca,Pachuca,0,1,regular
2016-02-27,Dorados,Atlas,2,1,regular
2016-02-28,Chivas,Tijuana,1,1,regular
2016-03-04,Tijuana,León,0,0,regular
2016-03-05,América,Morelia,4,1,regular
2016-03-05,Querétaro,Chivas,0,2,regular
2016-03-05,Monterrey,Tigres,1,0,regular
2016-03-05,Pachuca,Dorados,2,2,regular
2016-03-05,Atlas,Santos,1,2,regular
2016-03-05,Chiapas,Toluca,3,2,regular
2016-03-06,Pumas,Cruz Azul,2,2,regular
2016-03-06,Puebla,Veracruz,1,1,regular
2016-03-11,Veracruz,Atlas,3,2,regular
2016-03-11,Santos,Pachuca,3,2,regular
2016-03-12,Cruz Azul,Puebla,1,1,regular
2016-03-12,Tigres,Pumas,0,0,regular
2016-03-12,León,Querétaro,2,0,regular
2016-03-12,Morelia,Monterrey,1,3,regular
2016-03-12,Chiapas,Tijuana,1,2,regular
2016-03-13,Toluca,Dorados,3,0,regular
2016-03-13,Chivas,América,1,2,regular
2016-03-18,Querétaro,Chiapas,1,1,regular
2016-03-18,Tijuana,Toluca,0,0,regular
2016-03-19,América,León,2,1,regular
2016-03-19,Monterrey,Chivas,1,3,regular
2016-03-19,Pachuca,Veracruz,6,0,regular
2016-03-19,Atlas,Cruz Azul,0,2,regular
2016-03-19,Dorados,Santos,3,1,regular
2016-03-20,Puebla,Tigres,0,0,regular
2016-03-20,Pumas,Morelia,4,2,regular
2016-03-26,Morelia,Chiapas,2,0,regular
2016-04-01,Toluca,Santos,0,0,regular
2016-04-01,Veracruz,Dorados,0,0,regular
2016-04-01,Tijuana,Querétaro,2,4,regular
2016-04-02,Cruz Azul,Pachuca,0,0,regular
2016-04-02,Tigres,Atlas,2,2,regular
2016-04-02,León,Monterrey,1,2,regular
2016-04-02,Morelia,Puebla,2,0,regular
2016-04-02,Chiapas,América,0,2,regular
2016-04-03,Chivas,Pumas,4,0,regular
2016-04-08,Querétaro,Toluca,0,0,regular
2016-04-08,Santos,Veracruz,2,0,regular
2016-04-09,América,Tijuana,6,1,regular
2016-04-09,Monterrey,Chiapas,6,0,regular
2016-04-09,Pachuca,Tigres,2,1,regular
2016-04-09,Atlas,Morelia,1,2,regular
2016-04-09,Dorados,Cruz Azul,3,0,regular
2016-04-10,Puebla,Chivas,0,3,regular
2016-04-10,Pumas,León,1,2,regular
2016-04-15,Querétaro,América,1,0,regular
2016-04-15,Tijuana,Monterrey,1,2,regular
2016-04-16,Toluca,Veracruz,4,2,regular
2016-04-16,Cruz Azul,Santos,0,1,regular
2016-04-16,Tigres,Dorados,5,2,regular
2016-04-16,León,Puebla,4,1,regular
2016-04-16,Morelia,Pachuca,1,0,regular
2016-04-16,Chiapas,Pumas,1,2,regular
2016-04-17,Chivas,Atlas,1,0,regular
2016-04-22,Pumas,Tijuana,3,1,regular
2016-04-22,Veracruz,Cruz Azul,2,1,regular
2016-04-23,América,Toluca,0,1,regular
2016-04-23,Monterrey,Querétaro,3,2,regular
2016-04-23,Santos,Tigres,2,1,regular
2016-04-23,Pachuca,Chivas,1,1,regular
2016-04-23,Atlas,León,1,1,regular
2016-04-23,Dorados,Morelia,1,0,regular
2016-04-24,Puebla,Chiapas,2,1,regular
2016-04-29,Querétaro,Pumas,2,1,regular
2016-04-29,Tijuana,Puebla,0,0,regular
2016-04-30,América,Monterrey,3,3,regular
2016-04-30,Tigres,Veracruz,0,0,regular
2016-04-30,León,Pachuca,0,0,regular
2016-04-30,Morelia,Santos,3,2,regular
2016-04-30,Chiapas,Atlas,0,3,regular
2016-05-01,Toluca,Cruz Azul,0,2,regular
2016-05-01,Chivas,Dorados,2,1,regular
2016-05-06,Veracruz,Morelia,1,2,regular
2016-05-06,Santos,Chivas,0,1,regular
2016-05-07,Cruz Azul,Tigres,0,3,regular
2016-05-07,Monterrey,Toluca,1,2,regular
2016-05-07,Pachuca,Chiapas,2,1,regular
2016-05-07,Atlas,Tijuana,0,0,regular
2016-05-07,Dorados,León,0,1,regular
2016-05-08,Pumas,América,1,1,regular
2016-05-08,Puebla,Querétaro,3,1,regular
2016-05-11,Tigres,Monterrey,1,3,liguilla
2016-05-11,Morelia,León,1,1,liguilla
2016-05-12,Santos,Pachuca,1,1,liguilla
2016-05-12,Chivas,América,0,0,liguilla
2016-05-14,Monterrey,Tigres,1,2,liguilla
2016-05-14,León,Morelia,4,1,liguilla
2016-05-15,América,Chivas,2,1,liguilla
2016-05-15,Pachuca,Santos,3,2,liguilla
2016-05-18,América,Monterrey,1,0,liguilla
2016-05-19,León,Pachuca,1,1,liguilla
2016-05-21,Monterrey,América,4,2,liguilla
2016-05-22,Pachuca,León,2,1,liguilla
2016-05-26,Pachuca,Monterrey,1,0,liguilla
2016-05-29,Monterrey,Pachuca,1,1,liguilla
2016-07-15,Tijuana,Morelia,2,0,regular
2016-07-16,Querétaro,Veracruz,2,0,regular
2016-07-16,Monterrey,Puebla,1,1,regular
2016-07-16,Atlas,Toluca,1,1,regular
2016-07-16,Pachuca,León,5,1,regular
2016-07-16,Necaxa,Cruz Azul,0,0,regular
2016-07-16,América,Chiapas,2,0,regular
2016-07-17,Pumas,Chivas,1,0,regular
2016-07-17,Santos,Tigres,0,0,regular
2016-07-22,Veracruz,Santos,2,0,regular
2016-07-23,Chiapas,Pachuca,0,2,regular
2016-07-23,Cruz Azul,Pumas,0,0,regular
2016-07-23,Tigres,Atlas,0,0,regular
2016-07-23,Morelia,Querétaro,2,2,regular
2016-07-23,León,Necaxa,0,0,regular
2016-07-23,Chivas,Monterrey,1,0,regular
2016-07-23,América,Toluca,3,1,regular
2016-07-24,Puebla,Tijuana,3,2,regular
2016-07-29,Tijuana,Chivas,4,0,regular
2016-07-30,Querétaro,Puebla,2,1,regular
2016-07-30,Monterrey,Cruz Azul,1,1,regular
2016-07-30,Atlas,Veracruz,1,0,regular
2016-07-30,Pachuca,Necaxa,1,0,regular
2016-07-30,América,Tigres,0,3,regular
2016-07-31,Pumas,León,1,0,regular
2016-07-31,Chiapas,Toluca,1,0,regular
2016-07-31,Santos,Morelia,2,4,regular
2016-08-06,Cruz Azul,Tijuana,1,2,regular
2016-08-06,Morelia,Atlas,3,2,regular
2016-08-06,Tigres,Chiapas,1,0,regular
2016-08-06,León,Monterrey,0,3,regular
2016-08-06,Veracruz,América,2,4,regular
2016-08-06,Necaxa,Pumas,2,2,regular
2016-08-06,Chivas,Querétaro,0,0,regular
2016-08-07,Toluca,Pachuca,2,0,regular
2016-08-07,Puebla,Santos,0,0,regular
2016-08-12,Tijuana,León,2,0,regular
2016-08-13,Querétaro,Cruz Azul,0,0,regular
2016-08-13,Monterrey,Necaxa,2,1,regular
2016-08-13,Atlas,Puebla,3,2,regular
2016-08-13,Pachuca,Pumas,3,0,regular
2016-08-13,América,Morelia,1,1,regular
2016-08-14,Toluca,Tigres,0,0,regular
2016-08-14,Chiapas,Veracruz,1,1,regular
2016-08-14,Santos,Chivas,0,1,regular
2016-08-19,Veracruz,Toluca,2,2,regular
2016-08-20,Cruz Azul,Santos,3,1,regular
2016-08-20,Tigres,Pachuca,4,2,regular
2016-08-20,Morelia,Chiapas,3,2,regular
2016-08-20,León,Querétaro,2,1,regular
2016-08-20,Necaxa,Tijuana,1,1,regular
2016-08-20,Chivas,Atlas,2,2,regular
2016-08-21,Pumas,Monterrey,5,3,regular
2016-08-21,Puebla,América,2,2,regular
2016-08-26,Tijuana,Pumas,1,0,regular
2016-08-27,Querétaro,Necaxa,1,2,regular
2016-08-27,Atlas,Cruz Azul,1,1,regular
2016-08-27,Tigres,Veracruz,1,1,regular
2016-08-27,Pachuca,Monterrey,1,1,regular
2016-08-27,América,Chivas,0,3,regular
2016-08-28,Toluca,Morelia,2,2,regular
2016-08-28,Chiapas,Puebla,0,3,regular
2016-08-28,Santos,León,1,0,regular
2016-09-09,Veracruz,Pachuca,1,0,regular
2016-09-10,Cruz Azul,América,3,4,regular
2016-09-10,Morelia,Tigres,0,2,regular
2016-09-10,Monterrey,Tijuana,0,0,regular
2016-09-10,León,Atlas,4,1,regular
2016-09-10,Necaxa,Santos,2,1,regular
2016-09-10,Chivas,Chiapas,2,0,regular
2016-09-11,Pumas,Querétaro,4,1,regular
2016-09-11,Puebla,Toluca,0,2,regular
2016-09-16,Veracruz,Morelia,1,3,regular
2016-09-17,Toluca,Chivas,2,1,regular
2016-09-17,Querétaro,Monterrey,1,0,regular
2016-09-17,Tigres,Puebla,2,1,regular
2016-09-17,Atlas,Necaxa,0,0,regular
2016-09-17,Chiapas,Cruz Azul,0,3,regular
2016-09-17,Pachuca,Tijuana,2,2,regular
2016-09-17,América,León,0,2,regular
2016-09-18,Santos,Pumas,3,1,regular
2016-09-20,Morelia,Pachuca,1,5,regular
2016-09-20,Cruz Azul,Toluca,0,1,regular
2016-09-20,Chivas,Tigres,0,1,regular
2016-09-20,Puebla,Veracruz,3,2,regular
2016-09-20,Necaxa,América,1,1,regular
2016-09-21,León,Chiapas,0,0,regular
2016-09-21,Pumas,Atlas,2,0,regular
2016-09-21,Monterrey,Santos,5,2,regular
2016-09-21,Tijuana,Querétaro,2,1,regular
2016-09-23,Veracruz,Chivas,0,1,regular
2016-09-24,Chiapas,Necaxa,2,2,regular
2016-09-24,Tigres,Cruz Azul,0,0,regular
2016-09-24,Morelia,Puebla,2,3,regular
2016-09-24,Atlas,Monterrey,3,1,regular
2016-09-24,Pachuca,Querétaro,2,0,regular
2016-09-24,América,Pumas,2,1,regular
2016-09-25,Toluca,León,1,1,regular
2016-09-25,Santos,Tijuana,1,2,regular
2016-09-30,Tijuana,Atlas,1,0,regular
2016-10-01,Querétaro,Santos,1,1,regular
2016-10-01,Cruz Azul,Veracruz,5,3,regular
2016-10-01,Monterrey,América,1,1,regular
2016-10-01,León,Tigres,3,2,regular
2016-10-01,Necaxa,Toluca,3,1,regular
2016-10-01,Chivas,Morelia,2,1,regular
2016-10-02,Pumas,Chiapas,1,0,regular
2016-10-02,Puebla,Pachuca,1,1,regular
2016-10-14,Veracruz,León,2,3,regular
2016-10-15,Chiapas,Monterrey,1,4,regular
2016-10-15,Tigres,Necaxa,0,2,regular
2016-10-15,Atlas,Querétaro,2,1,regular
2016-10-15,Morelia,Cruz Azul,1,1,regular
2016-10-15,Pachuca,Santos,3,0,regular
2016-10-15,América,Tijuana,1,0,regular
2016-10-16,Toluca,Pumas,2,1,regular
2016-10-16,Puebla,Chivas,0,2,regular
2016-10-21,Tijuana,Chiapas,2,0,regular
2016-10-22,Cruz Azul,Puebla,1,2,regular
2016-10-22,Querétaro,América,1,1,regular
2016-10-22,Monterrey,Toluca,1,1,regular
2016-10-22,León,Morelia,3,1,regular
2016-10-22,Necaxa,Veracruz,3,2,regular
2016-10-23,Pumas,Tigres,1,3,regular
2016-10-23,Santos,Atlas,2,2,regular
2016-10-23,Chivas,Pachuca,1,2,regular
2016-10-28,Veracruz,Pumas,1,4,regular
2016-10-29,Chiapas,Querétaro,1,2,regular
2016-10-29,Tigres,Monterrey,1,1,regular
2016-10-29,Morelia,Necaxa,2,1,regular
2016-10-29,Pachuca,Atlas,3,2,regular
2016-10-29,América,Santos,3,1,regular
2016-10-29,Chivas,Cruz Azul,3,2,regular
2016-10-30,Toluca,Tijuana,0,1,regular
2016-10-30,Puebla,León,2,2,regular
2016-11-04,Tijuana,Tigres,0,1,regular
2016-11-05,Cruz Azul,Pachuca,2,1,regular
2016-11-05,Querétaro,Toluca,2,3,regular
2016-11-05,Monterrey,Veracruz,4,0,regular
2016-11-05,Atlas,América,1,1,regular
2016-11-05,León,Chivas,1,1,regular
2016-11-05,Necaxa,Puebla,3,1,regular
2016-11-06,Pumas,Morelia,1,1,regular
2016-11-06,Santos,Chiapas,2,0,regular
2016-11-18,Veracruz,Tijuana,2,1,regular
2016-11-19,Chiapas,Atlas,1,0,regular
2016-11-19,Cruz Azul,León,2,3,regular
2016-11-19,Tigres,Querétaro,1,2,regular
2016-11-19,Morelia,Monterrey,1,2,regular
2016-11-19,Pachuca,América,3,3,regular
2016-11-19,Chivas,Necaxa,1,1,regular
2016-11-20,Toluca,Santos,1,2,regular
2016-11-20,Puebla,Pumas,0,3,regular
2016-11-23,León,Tijuana,3,0,liguilla
2016-11-23,Pumas,Tigres,2,2,liguilla
2016-11-24,Necaxa,Pachuca,2,1,liguilla
2016-11-24,América,Chivas,1,1,liguilla
2016-11-26,Tigres,Pumas,5,0,liguilla
2016-11-26,Tijuana,León,3,2,liguilla
2016-11-27,Chivas,América,0,1,liguilla
2016-11-27,Pachuca,Necaxa,0,0,liguilla
2016-11-30,León,Tigres,0,1,liguilla
2016-12-01,Necaxa,América,1,1,liguilla
2016-12-03,Tigres,León,2,1,liguilla
2016-12-04,América,Necaxa,2,0,liguilla
2016-12-22,América,Tigres,1,1,liguilla
2016-12-25,Tigres,América,1,1,liguilla
2017-01-06,Veracruz,Querétaro,1,0,regular
2017-01-07,Cruz Azul,Necaxa,1,0,regular
2017-01-07,Morelia,Tijuana,2,0,regular
2017-01-07,Tigres,Santos,0,0,regular
2017-01-07,León,Pachuca,2,4,regular
2017-01-07,Chivas,Pumas,2,1,regular
2017-01-08,Toluca,Atlas,4,1,regular
2017-01-08,Puebla,Monterrey,2,3,regular
2017-01-13,Tijuana,Puebla,6,2,regular
2017-01-14,Querétaro,Morelia,0,0,regular
2017-01-14,Atlas,Tigres,2,0,regular
2017-01-14,Monterrey,Chivas,2,2,regular
2017-01-14,Pachuca,Chiapas,1,0,regular
2017-01-14,Necaxa,León,0,1,regular
2017-01-15,Pumas,Cruz Azul,1,0,regular
2017-01-15,Toluca,América,2,1,regular
2017-01-15,Santos,Veracruz,2,1,regular
2017-01-20,Veracruz,Atlas,1,0,regular
2017-01-21,Cruz Azul,Monterrey,2,2,regular
2017-01-21,Tigres,América,4,2,regular
2017-01-21,Morelia,Santos,1,1,regular
2017-01-21,León,Pumas,0,1,regular
2017-01-21,Necaxa,Pachuca,1,0,regular
2017-01-21,Chivas,Tijuana,0,1,regular
2017-01-22,Toluca,Chiapas,0,1,regular
2017-01-22,Puebla,Querétaro,0,0,regular
2017-01-27,Tijuana,Cruz Azul,1,0,regular
2017-01-28,Querétaro,Chivas,0,1,regular
2017-01-28,Atlas,Morelia,3,1,regular
2017-01-28,Monterrey,León,0,0,regular
2017-01-28,Pachuca,Toluca,0,0,regular
2017-01-28,América,Veracruz,1,0,regular
2017-01-29,Pumas,Necaxa,3,1,regular
2017-01-29,Chiapas,Tigres,1,0,regular
2017-01-29,Santos,Puebla,2,0,regular
2017-02-03,Puebla,Atlas,1,1,regular
2017-02-03,Veracruz,Chiapas,2,0,regular
2017-02-04,Cruz Azul,Querétaro,1,1,regular
2017-02-04,Morelia,América,0,2,regular
2017-02-04,Tigres,Toluca,0,1,regular
2017-02-04,León,Tijuana,2,4,regular
2017-02-04,Necaxa,Monterrey,1,1,regular
2017-02-05,Pumas,Pachuca,1,1,regular
2017-02-05,Chivas,Santos,1,1,regular
2017-02-07,Chiapas,América,2,0,regular
2017-02-10,Tijuana,Necaxa,1,2,regular
2017-02-11,Querétaro,León,2,1,regular
2017-02-11,Atlas,Chivas,1,2,regular
2017-02-11,Monterrey,Pumas,2,0,regular
2017-02-11,Pachuca,Tigres,1,0,regular
2017-02-11,América,Puebla,0,0,regular
2017-02-12,Toluca,Veracruz,1,0,regular
2017-02-12,Chiapas,Morelia,1,2,regular
2017-02-12,Santos,Cruz Azul,2,2,regular
2017-02-17,Veracruz,Tigres,0,3,regular
2017-02-18,Cruz Azul,Atlas,0,1,regular
2017-02-18,Monterrey,Pachuca,1,0,regular
2017-02-18,Morelia,Toluca,1,2,regular
2017-02-18,León,Santos,2,2,regular
2017-02-18,Necaxa,Querétaro,1,4,regular
2017-02-18,Chivas,América,1,0,regular
2017-02-19,Pumas,Tijuana,3,3,regular
2017-02-19,Puebla,Chiapas,3,0,regular
2017-02-24,Tijuana,Monterrey,2,0,regular
2017-02-25,Querétaro,Pumas,4,3,regular
2017-02-25,Tigres,Morelia,1,1,regular
2017-02-25,Atlas,León,2,0,regular
2017-02-25,Pachuca,Veracruz,1,0,regular
2017-02-25,América,Cruz Azul,2,0,regular
2017-02-26,Toluca,Puebla,1,3,regular
2017-02-26,Chiapas,Chivas,4,3,regular
2017-02-26,Santos,Necaxa,2,2,regular
2017-03-03,Tijuana,Pachuca,2,3,regular
2017-03-04,Cruz Azul,Chiapas,2,0,regular
2017-03-04,Morelia,Veracruz,1,0,regular
2017-03-04,Monterrey,Querétaro,4,1,regular
2017-03-04,León,América,1,1,regular
2017-03-04,Necaxa,Atlas,1,1,regular
2017-03-04,Chivas,Toluca,2,0,regular
2017-03-05,Pumas,Santos,2,1,regular
2017-03-05,Puebla,Tigres,0,2,regular
2017-03-17,Tijuana,Santos,1,1,regular
2017-03-18,Cruz Azul,Tigres,0,0,regular
2017-03-18,Querétaro,Pachuca,3,0,regular
2017-03-18,Monterrey,Atlas,2,0,regular
2017-03-18,León,Toluca,2,3,regular
2017-03-18,Necaxa,Chiapas,2,2,regular
2017-03-18,Chivas,Veracruz,2,0,regular
2017-03-19,Pumas,América,2,3,regular
2017-03-19,Puebla,Morelia,0,1,regular
2017-03-31,Veracruz,Cruz Azul,3,1,regular
2017-04-01,Chiapas,Pumas,0,3,regular
2017-04-01,Atlas,Tijuana,3,3,regular
2017-04-01,Tigres,León,0,1,regular
2017-04-01,Morelia,Chivas,0,0,regular
2017-04-01,Pachuca,Puebla,0,0,regular
2017-04-01,América,Monterrey,1,0,regular
2017-04-02,Toluca,Necaxa,2,0,regular
2017-04-02,Santos,Querétaro,1,0,regular
2017-04-07,Tijuana,América,0,0,regular
2017-04-08,Cruz Azul,Morelia,1,1,regular
2017-04-08,Querétaro,Atlas,1,4,regular
2017-04-08,Monterrey,Chiapas,4,1,regular
2017-04-08,León,Veracruz,4,0,regular
2017-04-08,Necaxa,Tigres,1,1,regular
2017-04-08,Chivas,Puebla,3,2,regular
2017-04-09,Pumas,Toluca,0,1,regular
2017-04-09,Santos,Pachuca,1,0,regular
2017-04-11,Chiapas,León,0,0,regular
2017-04-11,Veracruz,Puebla,3,2,regular
2017-04-11,Tigres,Chivas,3,0,regular
2017-04-12,Querétaro,Tijuana,0,1,regular
2017-04-12,Santos,Monterrey,2,2,regular
2017-04-12,América,Necaxa,1,0,regular
2017-04-12,Pachuca,Morelia,0,0,regular
2017-04-12,Atlas,Pumas,1,1,regular
2017-04-13,Toluca,Cruz Azul,0,2,regular
2017-04-15,Chiapas,Tijuana,1,2,regular
2017-04-15,Veracruz,Necaxa,0,1,regular
2017-04-15,Morelia,León,1,2,regular
2017-04-15,Tigres,Pumas,4,0,regular
2017-04-15,Atlas,Santos,1,1,regular
2017-04-15,Pachuca,Chivas,0,0,regular
2017-04-15,América,Querétaro,1,0,regular
2017-04-16,Toluca,Monterrey,1,1,regular
2017-04-16,Puebla,Cruz Azul,2,1,regular
2017-04-21,Tijuana,Toluca,2,0,regular
2017-04-22,Querétaro,Chiapas,2,2,regular
2017-04-22,Cruz Azul,Chivas,2,1,regular
2017-04-22,Monterrey,Tigres,1,0,regular
2017-04-22,Atlas,Pachuca,1,0,regular
2017-04-22,León,Puebla,1,0,regular
2017-04-22,Necaxa,Morelia,2,1,regular
2017-04-23,Pumas,Veracruz,0,2,regular
2017-04-23,Santos,América,2,1,regular
2017-04-28,Veracruz,Monterrey,1,0,regular
2017-04-29,Chiapas,Santos,2,2,regular
2017-04-29,Tigres,Tijuana,3,0,regular
2017-04-29,Morelia,Pumas,4,0,regular
2017-04-29,Pachuca,Cruz Azul,2,2,regular
2017-04-29,Chivas,León,1,1,regular
2017-04-29,América,Atlas,1,2,regular
2017-04-30,Toluca,Querétaro,1,2,regular
2017-04-30,Puebla,Necaxa,0,1,regular
2017-05-06,Querétaro,Tigres,1,5,regular
2017-05-06,León,Cruz Azul,1,2,regular
2017-05-06,Tijuana,Veracruz,1,0,regular
2017-05-06,Monterrey,Morelia,1,2,regular
2017-05-06,Atlas,Chiapas,0,1,regular
2017-05-06,América,Pachuca,2,3,regular
2017-05-06,Necaxa,Chivas,0,0,regular
2017-05-07,Pumas,Puebla,0,1,regular
2017-05-07,Santos,Toluca,2,2,regular
2017-05-10,Tigres,Monterrey,4,1,liguilla
2017-05-10,Santos,Toluca,1,4,liguilla
2017-05-11,Morelia,Tijuana,1,0,liguilla
2017-05-11,Atlas,Chivas,1,0,liguilla
2017-05-13,Monterrey,Tigres,0,2,liguilla
2017-05-13,Toluca,Santos,1,3,liguilla
2017-05-14,Chivas,Atlas,1,0,liguilla
2017-05-14,Tijuana,Morelia,2,0,liguilla
2017-05-18,Toluca,Chivas,1,1,liguilla
2017-05-18,Tigres,Tijuana,2,0,liguilla
2017-05-21,Chivas,Toluca,1,1,liguilla
2017-05-21,Tijuana,Tigres,0,2,liguilla
2017-05-25,Tigres,Chivas,2,2,liguilla
2017-05-28,Chivas,Tigres,2,1,liguilla
2017-07-21,Morelia,Monterrey,0,0,regular
2017-07-21,Tijuana,Cruz Azul,0,2,regular
2017-07-22,Lobos BUAP,Santos,2,2,regular
2017-07-22,América,Querétaro,0,1,regular
2017-07-22,Tigres,Puebla,5,0,regular
2017-07-22,León,Atlas,0,3,regular
2017-07-22,Chivas,Toluca,0,0,regular
2017-07-23,Pumas,Pachuca,1,0,regular
2017-07-23,Veracruz,Necaxa,0,2,regular
2017-07-28,Puebla,Morelia,1,1,regular
2017-07-28,Atlas,Pumas,2,1,regular
2017-07-29,Querétaro,Lobos BUAP,0,4,regular
2017-07-29,Cruz Azul,Chivas,1,1,regular
2017-07-29,Monterrey,Veracruz,1,0,regular
2017-07-29,Pachuca,América,0,2,regular
2017-07-29,Necaxa,Tijuana,1,0,regular
2017-07-30,Toluca,León,3,1,regular
2017-07-30,Santos,Tigres,1,1,regular
2017-08-04,Morelia,Santos,1,1,regular
2017-08-04,Tijuana,Monterrey,0,3,regular
2017-08-05,Lobos BUAP,Pachuca,3,2,regular
2017-08-05,Tigres,Querétaro,1,1,regular
2017-08-05,León,Cruz Azul,2,2,regular
2017-08-05,América,Pumas,2,1,regular
2017-08-05,Chivas,Necaxa,2,2,regular
